timestamp,longitude,latitude,speed,course
2023-01-01 00:00:00,128.5,30.0,10.1,45.8
2023-01-01 00:00:01,128.508347,30.008581,10.0,45.8
2023-01-01 00:00:02,128.516694,30.017148,10.2,45.7
2023-01-01 00:00:03,128.525042,30.025686,10.5,45.6
2023-01-01 00:00:04,128.533389,30.034181,9.9,45.4
2023-01-01 00:00:05,128.541736,30.042619,9.9,45.2
2023-01-01 00:00:06,128.550083,30.050985,10.5,44.9
2023-01-01 00:00:07,128.558431,30.059266,10.2,44.6
2023-01-01 00:00:08,128.566778,30.067449,9.9,44.2
2023-01-01 00:00:09,128.575125,30.075519,10.2,43.8
2023-01-01 00:00:10,128.583472,30.083465,9.9,43.3
2023-01-01 00:00:11,128.59182,30.091272,9.9,42.8
2023-01-01 00:00:12,128.600167,30.09893,10.1,42.2
2023-01-01 00:00:13,128.608514,30.106426,9.4,41.6
2023-01-01 00:00:14,128.616861,30.113749,9.5,40.9
2023-01-01 00:00:15,128.625209,30.120887,9.8,40.1
2023-01-01 00:00:16,128.633556,30.12783,9.7,39.3
2023-01-01 00:00:17,128.641903,30.134569,10.1,38.5
2023-01-01 00:00:18,128.65025,30.141094,9.7,37.5
2023-01-01 00:00:19,128.658598,30.147396,9.6,36.5
2023-01-01 00:00:20,128.666945,30.153468,10.4,35.5
2023-01-01 00:00:21,128.675292,30.159301,9.9,34.4
2023-01-01 00:00:22,128.683639,30.164888,10.0,33.2
2023-01-01 00:00:23,128.691987,30.170225,9.6,32.0
2023-01-01 00:00:24,128.700334,30.175304,9.8,30.7
2023-01-01 00:00:25,128.708681,30.180121,10.0,29.3
2023-01-01 00:00:26,128.717028,30.184673,9.7,27.9
2023-01-01 00:00:27,128.725376,30.188956,10.1,26.4
2023-01-01 00:00:28,128.733723,30.192967,9.8,24.9
2023-01-01 00:00:29,128.74207,30.196704,9.9,23.3
2023-01-01 00:00:30,128.750417,30.200167,9.8,21.7
2023-01-01 00:00:31,128.758765,30.203354,10.6,20.1
2023-01-01 00:00:32,128.767112,30.206267,10.0,18.4
2023-01-01 00:00:33,128.775459,30.208907,9.7,16.7
2023-01-01 00:00:34,128.783806,30.211275,10.2,15.0
2023-01-01 00:00:35,128.792154,30.213374,9.6,13.3
2023-01-01 00:00:36,128.800501,30.215208,10.1,11.5
2023-01-01 00:00:37,128.808848,30.216781,9.4,9.8
2023-01-01 00:00:38,128.817195,30.218097,9.6,8.1
2023-01-01 00:00:39,128.825543,30.219162,10.1,6.4
2023-01-01 00:00:40,128.83389,30.219983,10.2,4.8
2023-01-01 00:00:41,128.842237,30.220566,10.1,3.2
2023-01-01 00:00:42,128.850584,30.220919,10.0,1.7
2023-01-01 00:00:43,128.858932,30.22105,9.9,0.2
2023-01-01 00:00:44,128.867279,30.220968,9.6,358.7
2023-01-01 00:00:45,128.875626,30.220682,9.8,357.4
2023-01-01 00:00:46,128.883973,30.220203,9.9,356.1
2023-01-01 00:00:47,128.892321,30.21954,10.3,354.9
2023-01-01 00:00:48,128.900668,30.218706,10.1,353.7
2023-01-01 00:00:49,128.909015,30.21771,9.5,352.7
2023-01-01 00:00:50,128.917362,30.216566,10.1,351.7
2023-01-01 00:00:51,128.92571,30.215285,9.9,350.9
2023-01-01 00:00:52,128.934057,30.213881,9.8,350.1
2023-01-01 00:00:53,128.942404,30.212366,10.2,349.4
2023-01-01 00:00:54,128.950751,30.210753,10.3,348.8
2023-01-01 00:00:55,128.959098,30.209057,10.3,348.3
2023-01-01 00:00:56,128.967446,30.20729,9.7,347.9
2023-01-01 00:00:57,128.975793,30.205468,9.9,347.5
2023-01-01 00:00:58,128.98414,30.203605,10.1,347.3
2023-01-01 00:00:59,128.992487,30.201713,10.3,347.2
2023-01-01 00:01:00,129.000835,30.199809,9.9,347.2
2023-01-01 00:01:01,129.009182,30.197907,9.9,347.2
2023-01-01 00:01:02,129.017529,30.19602,9.7,347.4
2023-01-01 00:01:03,129.025876,30.194163,9.6,347.6
2023-01-01 00:01:04,129.034224,30.192351,10.2,347.9
2023-01-01 00:01:05,129.042571,30.190598,10.4,348.4
2023-01-01 00:01:06,129.050918,30.188917,10.0,348.9
2023-01-01 00:01:07,129.059265,30.187323,10.3,349.5
2023-01-01 00:01:08,129.067613,30.185829,10.1,350.2
2023-01-01 00:01:09,129.07596,30.184448,9.8,351.0
2023-01-01 00:01:10,129.084307,30.183194,10.1,351.9
2023-01-01 00:01:11,129.092654,30.182078,10.5,352.9
2023-01-01 00:01:12,129.101002,30.181114,10.0,354.0
2023-01-01 00:01:13,129.109349,30.180313,10.5,355.1
2023-01-01 00:01:14,129.117696,30.179686,9.2,356.3
2023-01-01 00:01:15,129.126043,30.179245,10.2,357.6
2023-01-01 00:01:16,129.134391,30.178999,10.0,359.0
2023-01-01 00:01:17,129.142738,30.178959,9.9,0.5
2023-01-01 00:01:18,129.151085,30.179133,10.0,2.0
2023-01-01 00:01:19,129.159432,30.179532,9.4,3.5
2023-01-01 00:01:20,129.16778,30.180162,9.9,5.1
2023-01-01 00:01:21,129.176127,30.181031,10.1,6.8
2023-01-01 00:01:22,129.184474,30.182146,10.4,8.5
2023-01-01 00:01:23,129.192821,30.183513,9.8,10.2
2023-01-01 00:01:24,129.201169,30.185137,9.8,11.9
2023-01-01 00:01:25,129.209516,30.187024,9.8,13.6
2023-01-01 00:01:26,129.217863,30.189177,10.3,15.3
2023-01-01 00:01:27,129.22621,30.191599,10.1,17.0
2023-01-01 00:01:28,129.234558,30.194293,9.8,18.7
2023-01-01 00:01:29,129.242905,30.197261,10.2,20.4
2023-01-01 00:01:30,129.251252,30.200504,10.0,22.0
2023-01-01 00:01:31,129.259599,30.204022,10.3,23.6
2023-01-01 00:01:32,129.267947,30.207814,9.8,25.2
2023-01-01 00:01:33,129.276294,30.211879,9.9,26.7
2023-01-01 00:01:34,129.284641,30.216216,9.9,28.2
2023-01-01 00:01:35,129.292988,30.220821,9.6,29.6
2023-01-01 00:01:36,129.301336,30.225691,10.1,30.9
2023-01-01 00:01:37,129.309683,30.230822,10.1,32.2
2023-01-01 00:01:38,129.31803,30.236209,10.0,33.4
2023-01-01 00:01:39,129.326377,30.241846,9.9,34.6
2023-01-01 00:01:40,129.334725,30.247728,9.6,35.7
2023-01-01 00:01:41,129.343072,30.253846,9.9,36.7
2023-01-01 00:01:42,129.351419,30.260193,9.9,37.7
2023-01-01 00:01:43,129.359766,30.266762,9.8,38.6
2023-01-01 00:01:44,129.368114,30.273542,10.0,39.5
2023-01-01 00:01:45,129.376461,30.280526,10.1,40.3
2023-01-01 00:01:46,129.384808,30.287702,10.6,41.0
2023-01-01 00:01:47,129.393155,30.29506,10.1,41.7
2023-01-01 00:01:48,129.401503,30.302589,10.1,42.4
2023-01-01 00:01:49,129.40985,30.310278,10.0,42.9
2023-01-01 00:01:50,129.418197,30.318114,9.4,43.4
2023-01-01 00:01:51,129.426544,30.326085,10.0,43.9
2023-01-01 00:01:52,129.434891,30.334179,10.0,44.3
2023-01-01 00:01:53,129.443239,30.342383,10.7,44.7
2023-01-01 00:01:54,129.451586,30.350682,9.9,45.0
2023-01-01 00:01:55,129.459933,30.359064,10.1,45.2
2023-01-01 00:01:56,129.46828,30.367514,10.0,45.4
2023-01-01 00:01:57,129.476628,30.376019,9.6,45.6
2023-01-01 00:01:58,129.484975,30.384563,10.3,45.7
